pattern,support,num_edges,edge_keys
59804c105feae328bfcf00b6,0.25,3,"[0, 52, 72]"
59804bf45feae328bfcefe5a,0.1785714328289032,2,"[0, 59]"
59804c2c5feae328bfcf02d5,0.1785714328289032,3,"[0, 59, 65]"
59804c495feae328bfcf05de,0.1785714328289032,4,"[0, 59, 65, 72]"
59804c105feae328bfcf006e,0.1785714328289032,3,"[0, 59, 72]"
59804bf45feae328bfcefe9b,0.0714285746216774,2,"[0, 63]"
59804c105feae328bfcf00a2,0.0714285746216774,3,"[0, 63, 72]"
59804bf45feae328bfcefea3,0.7142857313156128,2,"[0, 65]"
59804c2c5feae328bfcf02b7,0.0714285746216774,3,"[0, 65, 67]"
59804c675feae328bfcf093f,0.0714285746216774,4,"[0, 65, 67, 72]"
59804c105feae328bfcf0094,0.7142857313156128,3,"[0, 65, 72]"
59804bf45feae328bfcefe9e,0.0714285746216774,2,"[0, 67]"
59804c105feae328bfcf00a8,0.0714285746216774,3,"[0, 67, 72]"
59804bf45feae328bfcefe9f,0.7142857313156128,2,"[0, 72]"
59804c715feae328bfcf0ca1,0.0714285746216774,5,"[1, 16, 45, 49, 51]"
59804c675feae328bfcf093e,0.0714285746216774,4,"[1, 16, 45, 51]"
59804c715feae328bfcf0cbf,0.0714285746216774,5,"[1, 16, 45, 51, 53]"
59804c715feae328bfcf0cc1,0.0714285746216774,5,"[1, 16, 45, 51, 54]"
59804c715feae328bfcf0cbd,0.0714285746216774,5,"[1, 16, 45, 51, 60]"
59804c715feae328bfcf0c9b,0.0714285746216774,5,"[1, 16, 45, 51, 66]"
59804bf45feae328bfcefea2,0.7142857313156128,2,"[1, 45]"
59804c105feae328bfcf0092,0.3214285671710968,3,"[1, 45, 47]"
59804c2c5feae328bfcf02fd,0.3214285671710968,4,"[1, 45, 47, 49]"
59804c675feae328bfcf09e2,0.0714285746216774,5,"[1, 45, 47, 49, 50]"
59804c675feae328bfcf095d,0.1785714328289032,5,"[1, 45, 47, 49, 54]"
59804c675feae328bfcf09d1,0.0714285746216774,5,"[1, 45, 47, 49, 60]"
59804c675feae328bfcf09c5,0.0714285746216774,5,"[1, 45, 47, 49, 69]"
59804c495feae328bfcf060c,0.0714285746216774,4,"[1, 45, 47, 50]"
59804c675feae328bfcf09de,0.0714285746216774,5,"[1, 45, 47, 50, 66]"
59804c495feae328bfcf0587,0.1785714328289032,4,"[1, 45, 47, 54]"
59804c675feae328bfcf095b,0.1785714328289032,5,"[1, 45, 47, 54, 66]"
59804c675feae328bfcf0a01,0.0714285746216774,5,"[1, 45, 47, 54, 68]"
59804c675feae328bfcf0a05,0.0714285746216774,5,"[1, 45, 47, 54, 69]"
59804c495feae328bfcf060a,0.0714285746216774,4,"[1, 45, 47, 60]"
59804c675feae328bfcf09cd,0.0714285746216774,5,"[1, 45, 47, 60, 66]"
59804c2c5feae328bfcf02f7,0.3214285671710968,4,"[1, 45, 47, 66]"
59804c675feae328bfcf09c1,0.0714285746216774,5,"[1, 45, 47, 66, 68]"
59804c495feae328bfcf060d,0.0714285746216774,4,"[1, 45, 47, 68]"
59804c495feae328bfcf060f,0.0714285746216774,4,"[1, 45, 47, 69]"
59804c105feae328bfcf0090,0.3214285671710968,3,"[1, 45, 48]"
59804c2c5feae328bfcf02fc,0.3214285671710968,4,"[1, 45, 48, 49]"
59804c675feae328bfcf09e0,0.0714285746216774,5,"[1, 45, 48, 49, 50]"
59804c675feae328bfcf0959,0.1785714328289032,5,"[1, 45, 48, 49, 53]"
59804c675feae328bfcf09cf,0.0714285746216774,5,"[1, 45, 48, 49, 60]"
59804c675feae328bfcf09c3,0.0714285746216774,5,"[1, 45, 48, 49, 69]"
59804c495feae328bfcf0609,0.0714285746216774,4,"[1, 45, 48, 50]"
59804c675feae328bfcf09db,0.0714285746216774,5,"[1, 45, 48, 50, 66]"
59804c495feae328bfcf0584,0.1785714328289032,4,"[1, 45, 48, 53]"
59804c675feae328bfcf0957,0.1785714328289032,5,"[1, 45, 48, 53, 66]"
59804c675feae328bfcf09f0,0.0714285746216774,5,"[1, 45, 48, 53, 68]"
59804c675feae328bfcf0a03,0.0714285746216774,5,"[1, 45, 48, 53, 69]"
59804c495feae328bfcf0607,0.0714285746216774,4,"[1, 45, 48, 60]"
59804c675feae328bfcf09cb,0.0714285746216774,5,"[1, 45, 48, 60, 66]"
59804c2c5feae328bfcf02f6,0.3214285671710968,4,"[1, 45, 48, 66]"
59804c675feae328bfcf09bf,0.0714285746216774,5,"[1, 45, 48, 66, 68]"
59804c495feae328bfcf060b,0.0714285746216774,4,"[1, 45, 48, 68]"
59804c495feae328bfcf060e,0.0714285746216774,4,"[1, 45, 48, 69]"
59804c105feae328bfcf0099,0.7142857313156128,3,"[1, 45, 49]"
59804c495feae328bfcf05f2,0.1785714328289032,4,"[1, 45, 49, 50]"
59804c675feae328bfcf09a1,0.0714285746216774,5,"[1, 45, 49, 50, 51]"
59804c675feae328bfcf0a1b,0.0714285746216774,5,"[1, 45, 49, 50, 53]"
59804c675feae328bfcf0a1d,0.0714285746216774,5,"[1, 45, 49, 50, 54]"
59804c495feae328bfcf05d2,0.1071428582072258,4,"[1, 45, 49, 51]"
59804c675feae328bfcf098b,0.1071428582072258,5,"[1, 45, 49, 51, 53]"
59804c675feae328bfcf098d,0.1071428582072258,5,"[1, 45, 49, 51, 54]"
59804c715feae328bfcf0ca0,0.0714285746216774,5,"[1, 45, 49, 51, 59]"
59804c675feae328bfcf099f,0.0714285746216774,5,"[1, 45, 49, 51, 60]"
59804c495feae328bfcf0558,0.25,4,"[1, 45, 49, 53]"
59804c675feae328bfcf0a0b,0.0714285746216774,5,"[1, 45, 49, 53, 60]"
59804c675feae328bfcf09b3,0.0714285746216774,5,"[1, 45, 49, 53, 69]"
59804c495feae328bfcf0559,0.25,4,"[1, 45, 49, 54]"
59804c675feae328bfcf0a0d,0.0714285746216774,5,"[1, 45, 49, 54, 60]"
59804c675feae328bfcf09b5,0.0714285746216774,5,"[1, 45, 49, 54, 69]"
59804c495feae328bfcf05f1,0.1785714328289032,4,"[1, 45, 49, 60]"
59804c675feae328bfcf0945,0.0714285746216774,4,"[1, 45, 49, 69]"
59804c2c5feae328bfcf02e4,0.0714285746216774,4,"[1, 45, 49, 72]"
59804c2c5feae328bfcf02e5,0.0714285746216774,4,"[1, 45, 49, 72]"
59804c105feae328bfcf0071,0.1785714328289032,3,"[1, 45, 50]"
59804c665feae328bfcf092e,0.0714285746216774,4,"[1, 45, 50, 51]"
59804c675feae328bfcf096b,0.0714285746216774,5,"[1, 45, 50, 51, 53]"
59804c675feae328bfcf096d,0.0714285746216774,5,"[1, 45, 50, 51, 54]"
59804c715feae328bfcf0caf,0.0714285746216774,5,"[1, 45, 50, 51, 59]"
59804c675feae328bfcf099d,0.0714285746216774,5,"[1, 45, 50, 51, 66]"
59804c495feae328bfcf058f,0.0714285746216774,4,"[1, 45, 50, 53]"
59804c675feae328bfcf0a17,0.0714285746216774,5,"[1, 45, 50, 53, 66]"
59804c495feae328bfcf0590,0.0714285746216774,4,"[1, 45, 50, 54]"
59804c675feae328bfcf0a19,0.0714285746216774,5,"[1, 45, 50, 54, 66]"
59804c495feae328bfcf05e9,0.1785714328289032,4,"[1, 45, 50, 66]"
59804c105feae328bfcf002f,0.1071428582072258,3,"[1, 45, 51]"
59804c665feae328bfcf0912,0.1071428582072258,4,"[1, 45, 51, 53]"
59804c715feae328bfcf0cb0,0.0714285746216774,5,"[1, 45, 51, 53, 59]"
59804c675feae328bfcf0967,0.0714285746216774,5,"[1, 45, 51, 53, 60]"
59804c675feae328bfcf0987,0.1071428582072258,5,"[1, 45, 51, 53, 66]"
59804c665feae328bfcf0913,0.1071428582072258,4,"[1, 45, 51, 54]"
59804c715feae328bfcf0cb7,0.0714285746216774,5,"[1, 45, 51, 54, 59]"
59804c675feae328bfcf0969,0.0714285746216774,5,"[1, 45, 51, 54, 60]"
59804c675feae328bfcf0989,0.1071428582072258,5,"[1, 45, 51, 54, 66]"
59804c675feae328bfcf093c,0.0714285746216774,4,"[1, 45, 51, 59]"
59804c715feae328bfcf0c9a,0.0714285746216774,5,"[1, 45, 51, 59, 66]"
59804c665feae328bfcf092d,0.0714285746216774,4,"[1, 45, 51, 60]"
59804c675feae328bfcf099b,0.0714285746216774,5,"[1, 45, 51, 60, 66]"
59804c495feae328bfcf05cf,0.1071428582072258,4,"[1, 45, 51, 66]"
59804c105feae328bfcf00b3,0.25,3,"[1, 45, 53]"
59804c495feae328bfcf058b,0.0714285746216774,4,"[1, 45, 53, 60]"
59804c675feae328bfcf0a07,0.0714285746216774,5,"[1, 45, 53, 60, 66]"
59804c495feae328bfcf0552,0.25,4,"[1, 45, 53, 66]"
59804c675feae328bfcf09af,0.0714285746216774,5,"[1, 45, 53, 66, 68]"
59804c495feae328bfcf053c,0.0714285746216774,4,"[1, 45, 53, 68]"
59804c495feae328bfcf053e,0.0714285746216774,4,"[1, 45, 53, 69]"
59804c105feae328bfcf00b5,0.25,3,"[1, 45, 54]"
59804c495feae328bfcf058c,0.0714285746216774,4,"[1, 45, 54, 60]"
59804c675feae328bfcf0a09,0.0714285746216774,5,"[1, 45, 54, 60, 66]"
59804c495feae328bfcf0553,0.25,4,"[1, 45, 54, 66]"
59804c675feae328bfcf09b1,0.0714285746216774,5,"[1, 45, 54, 66, 68]"
59804c495feae328bfcf053d,0.0714285746216774,4,"[1, 45, 54, 68]"
59804c495feae328bfcf053f,0.0714285746216774,4,"[1, 45, 54, 69]"
59804c105feae328bfcf006d,0.1785714328289032,3,"[1, 45, 60]"
59804c495feae328bfcf05e7,0.1785714328289032,4,"[1, 45, 60, 66]"
59804c105feae328bfcf0093,0.7142857313156128,3,"[1, 45, 66]"
59804c675feae328bfcf0942,0.0714285746216774,4,"[1, 45, 66, 68]"
59804c2c5feae328bfcf02de,0.0714285746216774,4,"[1, 45, 66, 72]"
59804c2c5feae328bfcf02df,0.0714285746216774,4,"[1, 45, 66, 72]"
59804c105feae328bfcf00a5,0.0714285746216774,3,"[1, 45, 68]"
59804c105feae328bfcf00a7,0.0714285746216774,3,"[1, 45, 69]"
59804c105feae328bfcf002c,0.0714285746216774,3,"[1, 45, 72]"
59804c105feae328bfcf002e,0.0714285746216774,3,"[1, 45, 72]"
59804bf45feae328bfcefe8a,0.0714285746216774,2,"[1, 72]"
59804bf45feae328bfcefe96,0.0714285746216774,2,"[1, 72]"
59804bf45feae328bfcefe84,0.4285714328289032,2,"[14, 15]"
59804c105feae328bfcf0041,0.0714285746216774,3,"[14, 15, 16]"
59804c105feae328bfcf005b,0.0714285746216774,3,"[14, 15, 37]"
59804c105feae328bfcf00a1,0.1785714328289032,3,"[14, 15, 38]"
59804c2c5feae328bfcf0310,0.0714285746216774,4,"[14, 15, 38, 63]"
59804c105feae328bfcf0038,0.0714285746216774,3,"[14, 15, 59]"
59804c105feae328bfcf0053,0.0714285746216774,3,"[14, 15, 63]"
59804bf45feae328bfcefe5d,0.0714285746216774,2,"[14, 16]"
59804c105feae328bfcf003f,0.0714285746216774,3,"[14, 16, 65]"
59804bf45feae328bfcefe8b,0.0714285746216774,2,"[14, 37]"
59804c105feae328bfcf0059,0.0714285746216774,3,"[14, 37, 65]"
59804bf45feae328bfcefe70,0.1785714328289032,2,"[14, 38]"
59804c105feae328bfcf0043,0.0714285746216774,3,"[14, 38, 63]"
59804c105feae328bfcf00a0,0.1785714328289032,3,"[14, 38, 65]"
59804c2c5feae328bfcf030f,0.0714285746216774,4,"[14, 38, 65, 67]"
59804c105feae328bfcf0049,0.0714285746216774,3,"[14, 38, 67]"
59804bf45feae328bfcefe57,0.0714285746216774,2,"[14, 59]"
59804c105feae328bfcf0036,0.0714285746216774,3,"[14, 59, 65]"
59804bf45feae328bfcefea6,0.0714285746216774,2,"[14, 63]"
59804bf45feae328bfcefe82,0.4285714328289032,2,"[14, 65]"
59804c105feae328bfcf0062,0.0714285746216774,3,"[14, 65, 67]"
59804bf45feae328bfcefeac,0.0714285746216774,2,"[14, 67]"
59804bf45feae328bfcefe53,0.1785714328289032,2,"[15, 16]"
59804c2c5feae328bfcf02c9,0.0714285746216774,3,"[15, 16, 37]"
59804c495feae328bfcf05b3,0.0714285746216774,4,"[15, 16, 37, 38]"
59804c675feae328bfcf0985,0.0714285746216774,5,"[15, 16, 37, 38, 60]"
59804c495feae328bfcf05b2,0.0714285746216774,4,"[15, 16, 37, 52]"
59804c675feae328bfcf0984,0.0714285746216774,5,"[15, 16, 37, 52, 60]"
59804c495feae328bfcf05d6,0.0714285746216774,4,"[15, 16, 37, 60]"
59804c105feae328bfcf0084,0.0714285746216774,3,"[15, 16, 38]"
59804c105feae328bfcf0042,0.0714285746216774,3,"[15, 16, 46]"
59804c105feae328bfcf0082,0.0714285746216774,3,"[15, 16, 52]"
59804bf45feae328bfcefe6e,0.1428571492433548,2,"[15, 37]"
59804c105feae328bfcf006c,0.1071428582072258,3,"[15, 37, 38]"
59804c495feae328bfcf0565,0.0714285746216774,4,"[15, 37, 38, 50]"
59804c675feae328bfcf097d,0.0714285746216774,5,"[15, 37, 38, 50, 59]"
59804c495feae328bfcf05ab,0.0714285746216774,4,"[15, 37, 38, 59]"
59804c495feae328bfcf055d,0.0714285746216774,4,"[15, 37, 38, 60]"
59804c105feae328bfcf005c,0.0714285746216774,3,"[15, 37, 46]"
59804c2c5feae328bfcf02a7,0.0714285746216774,3,"[15, 37, 50]"
59804c495feae328bfcf0564,0.0714285746216774,4,"[15, 37, 50, 52]"
59804c675feae328bfcf097c,0.0714285746216774,5,"[15, 37, 50, 52, 59]"
59804c495feae328bfcf05da,0.0714285746216774,4,"[15, 37, 50, 59]"
59804c105feae328bfcf006b,0.1071428582072258,3,"[15, 37, 52]"
59804c495feae328bfcf05aa,0.0714285746216774,4,"[15, 37, 52, 59]"
59804c495feae328bfcf055c,0.0714285746216774,4,"[15, 37, 52, 60]"
59804c2c5feae328bfcf02c6,0.0714285746216774,3,"[15, 37, 59]"
59804c2c5feae328bfcf02a6,0.0714285746216774,3,"[15, 37, 60]"
59804bf45feae328bfcefe69,0.25,2,"[15, 38]"
59804c105feae328bfcf007a,0.0714285746216774,3,"[15, 38, 59]"
59804c105feae328bfcf00ac,0.0714285746216774,3,"[15, 38, 63]"
59804bf45feae328bfcefe85,0.4285714328289032,2,"[15, 46]"
59804c105feae328bfcf009f,0.1785714328289032,3,"[15, 46, 52]"
59804c2c5feae328bfcf030c,0.0714285746216774,4,"[15, 46, 52, 63]"
59804c105feae328bfcf003a,0.0714285746216774,3,"[15, 46, 59]"
59804c105feae328bfcf005d,0.0714285746216774,3,"[15, 46, 63]"
59804bf45feae328bfcefe68,0.25,2,"[15, 52]"
59804c105feae328bfcf0079,0.0714285746216774,3,"[15, 52, 59]"
59804c105feae328bfcf00aa,0.0714285746216774,3,"[15, 52, 63]"
59804bf45feae328bfcefe51,0.1785714328289032,2,"[15, 59]"
59804c105feae328bfcf0024,0.0714285746216774,2,"[15, 63]"
59804bf45feae328bfcefe52,0.0714285746216774,2,"[16, 37]"
59804c2c5feae328bfcf02b1,0.0714285746216774,3,"[16, 37, 38]"
59804c495feae328bfcf0570,0.0714285746216774,4,"[16, 37, 38, 60]"
59804c675feae328bfcf0983,0.0714285746216774,5,"[16, 37, 38, 60, 65]"
59804c495feae328bfcf05b1,0.0714285746216774,4,"[16, 37, 38, 65]"
59804c2c5feae328bfcf02b0,0.0714285746216774,3,"[16, 37, 52]"
59804c495feae328bfcf056b,0.0714285746216774,4,"[16, 37, 52, 60]"
59804c675feae328bfcf0982,0.0714285746216774,5,"[16, 37, 52, 60, 65]"
59804c495feae328bfcf05b0,0.0714285746216774,4,"[16, 37, 52, 65]"
59804c2c5feae328bfcf029a,0.0714285746216774,3,"[16, 37, 60]"
59804c495feae328bfcf05d3,0.0714285746216774,4,"[16, 37, 60, 65]"
59804c2c5feae328bfcf02c4,0.0714285746216774,3,"[16, 37, 65]"
59804bf45feae328bfcefe7b,0.0714285746216774,2,"[16, 38]"
59804c105feae328bfcf0081,0.0714285746216774,3,"[16, 38, 65]"
59804c495feae328bfcf05a2,0.0714285746216774,4,"[16, 45, 49, 51]"
59804c675feae328bfcf0954,0.0714285746216774,5,"[16, 45, 49, 51, 53]"
59804c675feae328bfcf0955,0.0714285746216774,5,"[16, 45, 49, 51, 54]"
59804c665feae328bfcf0925,0.0714285746216774,5,"[16, 45, 49, 51, 60]"
59804c715feae328bfcf0c99,0.0714285746216774,5,"[16, 45, 49, 51, 72]"
59804c2c5feae328bfcf0301,0.0714285746216774,3,"[16, 45, 51]"
59804c675feae328bfcf0936,0.0714285746216774,4,"[16, 45, 51, 53]"
59804c715feae328bfcf0cb3,0.0714285746216774,5,"[16, 45, 51, 53, 60]"
59804c675feae328bfcf0952,0.0714285746216774,5,"[16, 45, 51, 53, 66]"
59804c715feae328bfcf0cbe,0.0714285746216774,5,"[16, 45, 51, 53, 72]"
59804c675feae328bfcf0937,0.0714285746216774,4,"[16, 45, 51, 54]"
59804c715feae328bfcf0cb6,0.0714285746216774,5,"[16, 45, 51, 54, 60]"
59804c675feae328bfcf0953,0.0714285746216774,5,"[16, 45, 51, 54, 66]"
59804c715feae328bfcf0cc0,0.0714285746216774,5,"[16, 45, 51, 54, 72]"
59804c675feae328bfcf0999,0.0714285746216774,4,"[16, 45, 51, 60]"
59804c665feae328bfcf0924,0.0714285746216774,5,"[16, 45, 51, 60, 66]"
59804c715feae328bfcf0cb8,0.0714285746216774,5,"[16, 45, 51, 60, 72]"
59804c495feae328bfcf059c,0.0714285746216774,4,"[16, 45, 51, 66]"
59804c715feae328bfcf0c93,0.0714285746216774,5,"[16, 45, 51, 66, 72]"
59804c675feae328bfcf093a,0.0714285746216774,4,"[16, 45, 51, 72]"
59804bf45feae328bfcefe5f,0.0714285746216774,2,"[16, 46]"
59804c105feae328bfcf0040,0.0714285746216774,3,"[16, 46, 65]"
59804c2c5feae328bfcf02a9,0.0714285746216774,3,"[16, 49, 51]"
59804c495feae328bfcf0568,0.0714285746216774,4,"[16, 49, 51, 53]"
59804c675feae328bfcf0978,0.0714285746216774,5,"[16, 49, 51, 53, 60]"
59804c495feae328bfcf0569,0.0714285746216774,4,"[16, 49, 51, 54]"
59804c675feae328bfcf0979,0.0714285746216774,5,"[16, 49, 51, 54, 60]"
59804c495feae328bfcf05dc,0.0714285746216774,4,"[16, 49, 51, 60]"
59804c105feae328bfcf002d,0.0714285746216774,2,"[16, 51]"
59804c2c5feae328bfcf02d0,0.0714285746216774,3,"[16, 51, 53]"
59804c495feae328bfcf0578,0.0714285746216774,4,"[16, 51, 53, 60]"
59804c675feae328bfcf0976,0.0714285746216774,5,"[16, 51, 53, 60, 66]"
59804c495feae328bfcf0566,0.0714285746216774,4,"[16, 51, 53, 66]"
59804c2c5feae328bfcf02d1,0.0714285746216774,3,"[16, 51, 54]"
59804c495feae328bfcf0579,0.0714285746216774,4,"[16, 51, 54, 60]"
59804c675feae328bfcf0977,0.0714285746216774,5,"[16, 51, 54, 60, 66]"
59804c495feae328bfcf0567,0.0714285746216774,4,"[16, 51, 54, 66]"
59804c2c5feae328bfcf029d,0.0714285746216774,3,"[16, 51, 60]"
59804c495feae328bfcf05db,0.0714285746216774,4,"[16, 51, 60, 66]"
59804c2c5feae328bfcf02a3,0.0714285746216774,3,"[16, 51, 66]"
59804bf45feae328bfcefe7a,0.0714285746216774,2,"[16, 52]"
59804c105feae328bfcf0080,0.0714285746216774,3,"[16, 52, 65]"
59804bf45feae328bfcefe4f,0.1785714328289032,2,"[16, 65]"
59804bf45feae328bfcefeb1,0.1071428582072258,2,"[37, 38]"
59804c2c5feae328bfcf02cf,0.0714285746216774,3,"[37, 38, 50]"
59804c495feae328bfcf0577,0.0714285746216774,4,"[37, 38, 50, 59]"
59804c675feae328bfcf097b,0.0714285746216774,5,"[37, 38, 50, 59, 65]"
59804c495feae328bfcf0563,0.0714285746216774,4,"[37, 38, 50, 65]"
59804c2c5feae328bfcf02af,0.0714285746216774,3,"[37, 38, 59]"
59804c495feae328bfcf05a9,0.0714285746216774,4,"[37, 38, 59, 65]"
59804c2c5feae328bfcf02cb,0.0714285746216774,3,"[37, 38, 60]"
59804c495feae328bfcf055b,0.0714285746216774,4,"[37, 38, 60, 65]"
59804c105feae328bfcf006a,0.1071428582072258,3,"[37, 38, 65]"
59804bf45feae328bfcefe98,0.0714285746216774,2,"[37, 46]"
59804c105feae328bfcf005a,0.0714285746216774,3,"[37, 46, 65]"
59804c105feae328bfcf002b,0.0714285746216774,2,"[37, 50]"
59804c2c5feae328bfcf02ce,0.0714285746216774,3,"[37, 50, 52]"
59804c495feae328bfcf0576,0.0714285746216774,4,"[37, 50, 52, 59]"
59804c675feae328bfcf097a,0.0714285746216774,5,"[37, 50, 52, 59, 65]"
59804c495feae328bfcf0562,0.0714285746216774,4,"[37, 50, 52, 65]"
59804c2c5feae328bfcf029c,0.0714285746216774,3,"[37, 50, 59]"
59804c495feae328bfcf05d9,0.0714285746216774,4,"[37, 50, 59, 65]"
59804c2c5feae328bfcf02a5,0.0714285746216774,3,"[37, 50, 65]"
59804bf45feae328bfcefeb0,0.1071428582072258,2,"[37, 52]"
59804c2c5feae328bfcf02ae,0.0714285746216774,3,"[37, 52, 59]"
59804c495feae328bfcf05a8,0.0714285746216774,4,"[37, 52, 59, 65]"
59804c2c5feae328bfcf02ca,0.0714285746216774,3,"[37, 52, 60]"
59804c495feae328bfcf055a,0.0714285746216774,4,"[37, 52, 60, 65]"
59804c105feae328bfcf0069,0.1071428582072258,3,"[37, 52, 65]"
59804bf45feae328bfcefe50,0.0714285746216774,2,"[37, 59]"
59804c2c5feae328bfcf02c2,0.0714285746216774,3,"[37, 59, 65]"
59804c105feae328bfcf0026,0.0714285746216774,2,"[37, 60]"
59804c2c5feae328bfcf02a4,0.0714285746216774,3,"[37, 60, 65]"
59804bf45feae328bfcefe6d,0.1428571492433548,2,"[37, 65]"
59804bf45feae328bfcefe77,0.0714285746216774,2,"[38, 59]"
59804c105feae328bfcf0078,0.0714285746216774,3,"[38, 59, 65]"
59804bf45feae328bfcefe8c,0.0714285746216774,2,"[38, 63]"
59804bf45feae328bfcefe67,0.25,2,"[38, 65]"
59804c105feae328bfcf00b2,0.0714285746216774,3,"[38, 65, 67]"
59804bf45feae328bfcefe95,0.0714285746216774,2,"[38, 67]"
59804bf45feae328bfcefe7f,0.3214285671710968,2,"[45, 47]"
59804c105feae328bfcf00c1,0.3214285671710968,3,"[45, 47, 49]"
59804c495feae328bfcf05c5,0.0714285746216774,4,"[45, 47, 49, 50]"
59804c675feae328bfcf09e1,0.0714285746216774,5,"[45, 47, 49, 50, 72]"
59804c2c5feae328bfcf0315,0.1785714328289032,4,"[45, 47, 49, 54]"
59804c665feae328bfcf0919,0.0714285746216774,5,"[45, 47, 49, 54, 69]"
59804c675feae328bfcf095c,0.1785714328289032,5,"[45, 47, 49, 54, 72]"
59804c495feae328bfcf05bd,0.0714285746216774,4,"[45, 47, 49, 60]"
59804c675feae328bfcf09d0,0.0714285746216774,5,"[45, 47, 49, 60, 72]"
59804c2c5feae328bfcf030d,0.0714285746216774,4,"[45, 47, 49, 69]"
59804c675feae328bfcf09c4,0.0714285746216774,5,"[45, 47, 49, 69, 72]"
59804c2c5feae328bfcf02f5,0.3214285671710968,4,"[45, 47, 49, 72]"
59804c2c5feae328bfcf02f2,0.0714285746216774,3,"[45, 47, 50]"
59804c495feae328bfcf05c3,0.0714285746216774,4,"[45, 47, 50, 66]"
59804c675feae328bfcf09dc,0.0714285746216774,5,"[45, 47, 50, 66, 72]"
59804c495feae328bfcf05fd,0.0714285746216774,4,"[45, 47, 50, 72]"
59804c2c5feae328bfcf02b5,0.1785714328289032,3,"[45, 47, 54]"
59804c2c5feae328bfcf0314,0.1785714328289032,4,"[45, 47, 54, 66]"
59804c665feae328bfcf0918,0.0714285746216774,5,"[45, 47, 54, 66, 68]"
59804c675feae328bfcf095a,0.1785714328289032,5,"[45, 47, 54, 66, 72]"
59804c495feae328bfcf05b6,0.0714285746216774,4,"[45, 47, 54, 68]"
59804c675feae328bfcf0a00,0.0714285746216774,5,"[45, 47, 54, 68, 72]"
59804c495feae328bfcf05b8,0.0714285746216774,4,"[45, 47, 54, 69]"
59804c675feae328bfcf0a04,0.0714285746216774,5,"[45, 47, 54, 69, 72]"
59804c495feae328bfcf057f,0.1785714328289032,4,"[45, 47, 54, 72]"
59804c2c5feae328bfcf02f0,0.0714285746216774,3,"[45, 47, 60]"
59804c495feae328bfcf05bb,0.0714285746216774,4,"[45, 47, 60, 66]"
59804c675feae328bfcf09cc,0.0714285746216774,5,"[45, 47, 60, 66, 72]"
59804c495feae328bfcf05fb,0.0714285746216774,4,"[45, 47, 60, 72]"
59804c105feae328bfcf00bb,0.3214285671710968,3,"[45, 47, 66]"
59804c2c5feae328bfcf0309,0.0714285746216774,4,"[45, 47, 66, 68]"
59804c675feae328bfcf09c0,0.0714285746216774,5,"[45, 47, 66, 68, 72]"
59804c2c5feae328bfcf02e9,0.3214285671710968,4,"[45, 47, 66, 72]"
59804c105feae328bfcf0087,0.0714285746216774,3,"[45, 47, 68]"
59804c495feae328bfcf05fc,0.0714285746216774,4,"[45, 47, 68, 72]"
59804c105feae328bfcf0089,0.0714285746216774,3,"[45, 47, 69]"
59804c495feae328bfcf0600,0.0714285746216774,4,"[45, 47, 69, 72]"
59804c105feae328bfcf0091,0.3214285671710968,3,"[45, 47, 72]"
59804bf45feae328bfcefe7e,0.3214285671710968,2,"[45, 48]"
59804c105feae328bfcf00c0,0.3214285671710968,3,"[45, 48, 49]"
59804c495feae328bfcf05c4,0.0714285746216774,4,"[45, 48, 49, 50]"
59804c675feae328bfcf09df,0.0714285746216774,5,"[45, 48, 49, 50, 72]"
59804c2c5feae328bfcf0313,0.1785714328289032,4,"[45, 48, 49, 53]"
59804c665feae328bfcf0917,0.0714285746216774,5,"[45, 48, 49, 53, 69]"
59804c675feae328bfcf0958,0.1785714328289032,5,"[45, 48, 49, 53, 72]"
59804c495feae328bfcf05bc,0.0714285746216774,4,"[45, 48, 49, 60]"
59804c675feae328bfcf09ce,0.0714285746216774,5,"[45, 48, 49, 60, 72]"
59804c2c5feae328bfcf030b,0.0714285746216774,4,"[45, 48, 49, 69]"
59804c675feae328bfcf09c2,0.0714285746216774,5,"[45, 48, 49, 69, 72]"
59804c2c5feae328bfcf02f4,0.3214285671710968,4,"[45, 48, 49, 72]"
59804c2c5feae328bfcf02ef,0.0714285746216774,3,"[45, 48, 50]"
59804c495feae328bfcf05c2,0.0714285746216774,4,"[45, 48, 50, 66]"
59804c675feae328bfcf09da,0.0714285746216774,5,"[45, 48, 50, 66, 72]"
59804c495feae328bfcf05f9,0.0714285746216774,4,"[45, 48, 50, 72]"
59804c2c5feae328bfcf02b4,0.1785714328289032,3,"[45, 48, 53]"
59804c2c5feae328bfcf0312,0.1785714328289032,4,"[45, 48, 53, 66]"
59804c665feae328bfcf0916,0.0714285746216774,5,"[45, 48, 53, 66, 68]"
59804c675feae328bfcf0956,0.1785714328289032,5,"[45, 48, 53, 66, 72]"
59804c495feae328bfcf05b5,0.0714285746216774,4,"[45, 48, 53, 68]"
59804c675feae328bfcf09ef,0.0714285746216774,5,"[45, 48, 53, 68, 72]"
59804c495feae328bfcf05b7,0.0714285746216774,4,"[45, 48, 53, 69]"
59804c675feae328bfcf0a02,0.0714285746216774,5,"[45, 48, 53, 69, 72]"
59804c495feae328bfcf057e,0.1785714328289032,4,"[45, 48, 53, 72]"
59804c2c5feae328bfcf02ed,0.0714285746216774,3,"[45, 48, 60]"
59804c495feae328bfcf05a4,0.0714285746216774,4,"[45, 48, 60, 66]"
